"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260329160951@supplychain.local"",""businessName"":""Page Dealer 20260329"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""76584e60-679f-47a0-94ac-c508b75aa750"",""orderNumber"":""ORD-2026-31B153F3"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""76584e60-679f-47a0-94ac-c508b75aa750"",""orderNumber"":""ORD-2026-31B153F3"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""4266cd96-a7b1-4591-a456-944e4810341c"",""orderId"":""76584e60-679f-47a0-94ac-c508b75aa750"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""4266cd96-a7b1-4591-a456-944e4810341c"",""orderId"":""76584e60-679f-47a0-94ac-c508b75aa750"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329160816"",""unitPrice"":209.99,""availableStock"":335,""isActive"":true,"""
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329160816"",""unitPrice"":209.99,""availableStock"":335,""isActive"":true,"""
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329160816"",""unitPrice"":209.99,""availableStock"":335,""isActive"":true,"""
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329160816"",""unitPrice"":209.99,""availableStock"":335,""isActive"":true,"""
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329160816"",""unitPrice"":209.99,""availableStock"":335,""isActive"":true,"""
