"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""6a1ba40a-e765-4817-84a4-3b8eed43c5c0"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260412015730@supplychain.local"",""businessName"":""Page Dealer 20260412"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""4d1bfeaa-33d5-473e-9175-aea058d1bd88"",""orderNumber"":""ORD-2026-90EB2A37"",""dealerId"":""6a1ba40a-e765-4817-84a4-3b8eed43c5c0"",""status"":2,""totalAmount"":699.00,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""4d1bfeaa-33d5-473e-9175-aea058d1bd88"",""orderNumber"":""ORD-2026-90EB2A37"",""dealerId"":""6a1ba40a-e765-4817-84a4-3b8eed43c5c0"",""status"":2,""totalAmount"":699.00,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""2e7d472c-7061-41a2-bef9-763bf6053a03"",""orderId"":""4d1bfeaa-33d5-473e-9175-aea058d1bd88"",""dealerId"":""6a1ba40a-e765-4817-84a4-3b8eed43c5c0"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments/assigned","200","200","True","[]"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
