"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""892f5fd4-6cc1-462b-b900-17aaa9ec5ef5"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260411123145@supplychain.local"",""businessName"":""Page Dealer 20260411"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""58543a1f-62ef-4a53-9716-53c0359dd312"",""orderNumber"":""ORD-2026-2904D363"",""dealerId"":""892f5fd4-6cc1-462b-b900-17aaa9ec5ef5"",""status"":2,""totalAmount"":699.00,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""58543a1f-62ef-4a53-9716-53c0359dd312"",""orderNumber"":""ORD-2026-2904D363"",""dealerId"":""892f5fd4-6cc1-462b-b900-17aaa9ec5ef5"",""status"":2,""totalAmount"":699.00,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""b037dd4d-e510-4c28-9c8c-053efbe5ebf9"",""orderId"":""58543a1f-62ef-4a53-9716-53c0359dd312"",""dealerId"":""892f5fd4-6cc1-462b-b900-17aaa9ec5ef5"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments/assigned","200","200","True","[]"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPr"
