"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260330131744@supplychain.local"",""businessName"":""Page Dealer 20260330"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330131726"",""unitPrice"":209.99,""availableStock"":449,""isActive"":true,"""
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330131726"",""unitPrice"":209.99,""availableStock"":449,""isActive"":true,"""
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330131726"",""unitPrice"":209.99,""availableStock"":449,""isActive"":true,"""
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330131726"",""unitPrice"":209.99,""availableStock"":449,""isActive"":true,"""
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330131726"",""unitPrice"":209.99,""availableStock"":449,""isActive"":true,"""
"ApiCheck","/products/new","Dealer","POST","/catalog/api/products?rolecheck=dealer","403","403","True",""
"ApiCheck","/products/new","Warehouse","POST","/catalog/api/products?rolecheck=warehouse","403","403","True",""
"ApiCheck","/products/new","Logistics","POST","/catalog/api/products?rolecheck=logistics","403","403","True",""
"ApiCheck","/products/new","Agent","POST","/catalog/api/products?rolecheck=agent","403","403","True",""
"ApiCheck","/products/new","Admin","POST","/catalog/api/products?rolecheck=admin","201","201,500","True","{""productId"":""f1248d02-0d76-49d5-9f26-c9a65d5c1828"",""sku"":""PAGE-20260330131744"",""name"":""Page Product 20260330131744"",""description"":""Page check"",""categoryId"":""82fccf19-8e4a-4489-832"
"ApiCheck","/orders","Dealer","GET","/orders/api/orders/my?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Admin","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Logistics","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""orderNumber"":""ORD-2026-D0E2ED33"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Agent","GET","/orders/api/admin/orders?page=1&pageSize=20","403","403","True",""
"ApiCheck","/shipments","Dealer","GET","/logistics/api/logistics/shipments/my","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Admin","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Warehouse","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""cef6c78d-84de-4787-8f30-e2e9527ccd2b"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/invoices","Admin","GET","/payments/api/payment/dealers/3df71965-cbd7-4eb5-8b0d-cccf1bc1407e/invoices","200","200","True","[{""invoiceId"":""329fe6c8-02a3-426b-8e2c-202713d042b3"",""invoiceNumber"":""INV-2026-8D3E1DCD"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1b"
"ApiCheck","/invoices","Dealer","GET","/payments/api/payment/dealers/3df71965-cbd7-4eb5-8b0d-cccf1bc1407e/invoices","200","200","True","[{""invoiceId"":""329fe6c8-02a3-426b-8e2c-202713d042b3"",""invoiceNumber"":""INV-2026-8D3E1DCD"",""orderId"":""0a6f9d01-0749-44e1-8e61-a6aad5fc1e74"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1b"
"ApiCheck","/invoices","Warehouse","GET","/payments/api/payment/dealers/3df71965-cbd7-4eb5-8b0d-cccf1bc1407e/invoices","403","403","True",""
"ApiCheck","/invoices","Logistics","GET","/payments/api/payment/dealers/3df71965-cbd7-4eb5-8b0d-cccf1bc1407e/invoices","403","403","True",""
"ApiCheck","/invoices","Agent","GET","/payments/api/payment/dealers/3df71965-cbd7-4eb5-8b0d-cccf1bc1407e/invoices","403","403","True",""
"ApiCheck","/notifications","Admin","GET","/notifications/api/notifications","200","200","True","[{""notificationId"":""50da569a-bc73-41ed-802d-532194a7e997"",""recipientUserId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""title"":""orderplaced"",""body"":""{\""OrderId\"":\""0a6f9d01-0749-44e1-8"
"ApiCheck","/notifications","Dealer","GET","/notifications/api/notifications/my","200","200,404","True","[{""notificationId"":""50da569a-bc73-41ed-802d-532194a7e997"",""recipientUserId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""title"":""orderplaced"",""body"":""{\""OrderId\"":\""0a6f9d01-0749-44e1-8"
"ApiCheck","/notifications","Warehouse","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Logistics","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Agent","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/admin/dealers","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260330131744@supplychain.local"",""businessName"":""Page Dealer 20260330"
"ApiCheck","/admin/dealers","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Warehouse","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Logistics","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Agent","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/checkout","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""47a9aa65-a4a7-4d88-920e-f55bacd83a88"",""orderNumber"":""ORD-2026-F49EFE5B"",""dealerId"":""3df71965-cbd7-4eb5-8b0d-cccf1bc1407e"",""status"":2,""creditHoldStatus"":2,""paymentMode"":"
"ApiCheck","/checkout","Admin","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Warehouse","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Logistics","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Agent","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/profile","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"ApiCheck","/profile","Dealer","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"RouteConfig","/cart guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/checkout guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/new guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/:id/edit guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/admin/dealers guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
