"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""4378b526-50a2-4dca-9e49-256d9c10d1d1"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260330115913@supplychain.local"",""businessName"":""Page Dealer 20260330"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""b6bb02d5-ef08-4d4c-b07e-7c0983a831f0"",""orderNumber"":""ORD-2026-691C41CD"",""dealerId"":""4378b526-50a2-4dca-9e49-256d9c10d1d1"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""b6bb02d5-ef08-4d4c-b07e-7c0983a831f0"",""orderNumber"":""ORD-2026-691C41CD"",""dealerId"":""4378b526-50a2-4dca-9e49-256d9c10d1d1"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""9fd00909-e279-45b9-95ad-1ae64b1d4782"",""orderId"":""b6bb02d5-ef08-4d4c-b07e-7c0983a831f0"",""dealerId"":""4378b526-50a2-4dca-9e49-256d9c10d1d1"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""9fd00909-e279-45b9-95ad-1ae64b1d4782"",""orderId"":""b6bb02d5-ef08-4d4c-b07e-7c0983a831f0"",""dealerId"":""4378b526-50a2-4dca-9e49-256d9c10d1d1"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330115901"",""unitPrice"":209.99,""availableStock"":430,""isActive"":true,"""
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330115901"",""unitPrice"":209.99,""availableStock"":430,""isActive"":true,"""
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330115901"",""unitPrice"":209.99,""availableStock"":430,""isActive"":true,"""
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330115901"",""unitPrice"":209.99,""availableStock"":430,""isActive"":true,"""
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260330115901"",""unitPrice"":209.99,""availableStock"":430,""isActive"":true,"""
