"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/dashboard","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=1","200","200","True","{""items"":[{""userId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260329165320@supplychain.local"",""businessName"":""Page Dealer 20260329"
"ApiCheck","/dashboard","Dealer","GET","/orders/api/orders/my?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=1","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/dashboard","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/dashboard","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/products","Admin","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329165246"",""unitPrice"":209.99,""availableStock"":373,""isActive"":true,"""
"ApiCheck","/products","Dealer","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329165246"",""unitPrice"":209.99,""availableStock"":373,""isActive"":true,"""
"ApiCheck","/products","Warehouse","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329165246"",""unitPrice"":209.99,""availableStock"":373,""isActive"":true,"""
"ApiCheck","/products","Logistics","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329165246"",""unitPrice"":209.99,""availableStock"":373,""isActive"":true,"""
"ApiCheck","/products","Agent","GET","/catalog/api/products?page=1&size=5","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329165246"",""unitPrice"":209.99,""availableStock"":373,""isActive"":true,"""
"ApiCheck","/products/new","Dealer","POST","/catalog/api/products?rolecheck=dealer","403","403","True",""
"ApiCheck","/products/new","Warehouse","POST","/catalog/api/products?rolecheck=warehouse","403","403","True",""
"ApiCheck","/products/new","Logistics","POST","/catalog/api/products?rolecheck=logistics","403","403","True",""
"ApiCheck","/products/new","Agent","POST","/catalog/api/products?rolecheck=agent","403","403","True",""
"ApiCheck","/products/new","Admin","POST","/catalog/api/products?rolecheck=admin","201","201,500","True","{""productId"":""f7baa958-9025-4c85-b2d1-be1048969c78"",""sku"":""PAGE-20260329165320"",""name"":""Page Product 20260329165320"",""description"":""Page check"",""categoryId"":""82fccf19-8e4a-4489-832"
"ApiCheck","/orders","Dealer","GET","/orders/api/orders/my?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Admin","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Logistics","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""orderNumber"":""ORD-2026-C4C12ED3"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Agent","GET","/orders/api/admin/orders?page=1&pageSize=20","403","403","True",""
"ApiCheck","/shipments","Dealer","GET","/logistics/api/logistics/shipments/my","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
